date_month,localizacao
2024-02-22,"SAPUCAIA DO SUL, RIO GRANDE DO SUL"
2024-02-22,"GENERAL CÂMARA, RIO GRANDE DO SUL"
2024-02-22,"MONTENEGRO, RIO GRANDE DO SUL"
2024-02-22,"PINHEIRO MACHADO, RIO GRANDE DO SUL"
2024-02-22,"TRIUNFO, RIO GRANDE DO SUL"
2024-02-23,"CANDIOTA, RIO GRANDE DO SUL"
2024-02-24,"URUGUAIANA, RIO GRANDE DO SUL"
2024-02-24,"HERVAL, RIO GRANDE DO SUL"
2024-02-24,"ENCRUZILHADA DO SUL, RIO GRANDE DO SUL"
2024-02-25,"SÃO GABRIEL, RIO GRANDE DO SUL"
2024-03-08,"PINHEIRO MACHADO, RIO GRANDE DO SUL"
2024-03-09,"PIRATINI, RIO GRANDE DO SUL"
2024-03-13,"SAPUCAIA DO SUL, RIO GRANDE DO SUL"
2024-03-14,"BAGÉ, RIO GRANDE DO SUL"
2024-03-14,"CAMAQUÃ, RIO GRANDE DO SUL"
2024-03-14,"SÃO LEOPOLDO, RIO GRANDE DO SUL"
2024-03-14,"GENERAL CÂMARA, RIO GRANDE DO SUL"
2024-03-14,"SANTANA DA BOA VISTA, RIO GRANDE DO SUL"
2024-03-26,"ITAQUI, RIO GRANDE DO SUL"
2024-03-26,"TAQUARI, RIO GRANDE DO SUL"
2024-03-26,"ALEGRETE, RIO GRANDE DO SUL"
2024-03-26,"CANGUÇU, RIO GRANDE DO SUL"
2024-03-26,"PIRATINI, RIO GRANDE DO SUL"
2024-03-26,"MONTENEGRO, RIO GRANDE DO SUL"
2024-03-26,"FORMIGUEIRO, RIO GRANDE DO SUL"
2024-03-26,"MINAS DO LEÃO, RIO GRANDE DO SUL"
2024-03-26,"SERTÃO SANTANA, RIO GRANDE DO SUL"
2024-03-26,"CAÇAPAVA DO SUL, RIO GRANDE DO SUL"
2024-03-26,"PINHEIRO MACHADO, RIO GRANDE DO SUL"
2024-03-30,"NOVA SANTA RITA, RIO GRANDE DO SUL"
2024-01-05,"RIO PARDO, RIO GRANDE DO SUL"
2024-01-23,"SAPUCAIA DO SUL, RIO GRANDE DO SUL"
2024-01-23,"SÃO GABRIEL, RIO GRANDE DO SUL"
2024-01-23,"CANOAS, RIO GRANDE DO SUL"
2024-01-23,"SÃO LEOPOLDO, RIO GRANDE DO SUL"
2024-01-24,"PAVERAMA, RIO GRANDE DO SUL"
2024-01-24,"CRUZ ALTA, RIO GRANDE DO SUL"
2024-02-03,"RIO PARDO, RIO GRANDE DO SUL"
2024-02-03,"SANTO ANTÔNIO DA PATRULHA, RIO GRANDE DO SUL"
2024-02-03,"BARÃO DO TRIUNFO, RIO GRANDE DO SUL"
2024-02-10,"CHUVISCA, RIO GRANDE DO SUL"
2024-02-12,"ARROIO DOS RATOS, RIO GRANDE DO SUL"
2024-02-22,"CERRO GRANDE DO SUL, RIO GRANDE DO SUL"
2024-02-23,"SAPUCAIA DO SUL, RIO GRANDE DO SUL"
2024-02-23,"PINHEIRO MACHADO, RIO GRANDE DO SUL"
2024-02-23,"TRIUNFO, RIO GRANDE DO SUL"
2024-02-23,"CANOAS, RIO GRANDE DO SUL"
2024-02-25,"RIO PARDO, RIO GRANDE DO SUL"
2024-02-25,"MAÇAMBARÁ, RIO GRANDE DO SUL"
2024-03-14,"TRIUNFO, RIO GRANDE DO SUL"
2024-03-14,"SAPUCAIA DO SUL, RIO GRANDE DO SUL"
2024-03-27,"PELOTAS, RIO GRANDE DO SUL"
2024-03-27,"TRIUNFO, RIO GRANDE DO SUL"
2024-03-27,"VIAMÃO, RIO GRANDE DO SUL"
2024-03-27,"PIRATINI, RIO GRANDE DO SUL"
2024-03-27,"SÃO SEPÉ, RIO GRANDE DO SUL"
2024-03-27,"DOM PEDRITO, RIO GRANDE DO SUL"
2024-03-27,"PEDRAS ALTAS, RIO GRANDE DO SUL"
2024-03-27,"DOM FELICIANO, RIO GRANDE DO SUL"
2024-03-27,"CAPELA DE SANTANA, RIO GRANDE DO SUL"
2024-03-27,"ENCRUZILHADA DO SUL, RIO GRANDE DO SUL"
2024-03-27,"SANT'ANA DO LIVRAMENTO, RIO GRANDE DO SUL"
2024-03-28,"MINAS DO LEÃO, RIO GRANDE DO SUL"
2024-01-24,"URUGUAIANA, RIO GRANDE DO SUL"
2024-01-24,"SÃO GABRIEL, RIO GRANDE DO SUL"
2024-01-24,"CANGUÇU, RIO GRANDE DO SUL"
2024-01-24,"PINHEIRO MACHADO, RIO GRANDE DO SUL"
2024-01-24,"ENCRUZILHADA DO SUL, RIO GRANDE DO SUL"
2024-01-25,"MONTENEGRO, RIO GRANDE DO SUL"
2024-02-11,"DOM PEDRITO, RIO GRANDE DO SUL"
2024-02-23,"QUARAÍ, RIO GRANDE DO SUL"
2024-02-23,"MINAS DO LEÃO, RIO GRANDE DO SUL"
2024-02-24,"SAPUCAIA DO SUL, RIO GRANDE DO SUL"
2024-02-24,"TRIUNFO, RIO GRANDE DO SUL"
2024-02-24,"SÃO LEOPOLDO, RIO GRANDE DO SUL"
2024-03-28,"VIAMÃO, RIO GRANDE DO SUL"
2024-03-28,"PIRATINI, RIO GRANDE DO SUL"
2024-03-29,"PIRATINI, RIO GRANDE DO SUL"
2024-03-30,"CANDIOTA, RIO GRANDE DO SUL"
2024-01-06,"URUGUAIANA, RIO GRANDE DO SUL"
2024-01-06,"ALEGRETE, RIO GRANDE DO SUL"
2024-01-06,"SÃO LUIZ GONZAGA, RIO GRANDE DO SUL"
2024-01-25,"DOM FELICIANO, RIO GRANDE DO SUL"
2024-01-25,"CANGUÇU, RIO GRANDE DO SUL"
2024-01-25,"VIAMÃO, RIO GRANDE DO SUL"
2024-01-25,"ENCRUZILHADA DO SUL, RIO GRANDE DO SUL"
2024-01-25,"PIRATINI, RIO GRANDE DO SUL"
2024-02-24,"CAMAQUÃ, RIO GRANDE DO SUL"
2024-02-24,"JAGUARÃO, RIO GRANDE DO SUL"
2024-02-25,"SAPUCAIA DO SUL, RIO GRANDE DO SUL"
2024-03-29,"BAGÉ, RIO GRANDE DO SUL"
2024-03-29,"ENCRUZILHADA DO SUL, RIO GRANDE DO SUL"
2024-03-30,"CANGUÇU, RIO GRANDE DO SUL"
2024-03-30,"PIRATINI, RIO GRANDE DO SUL"
2024-03-30,"SÃO LOURENÇO DO SUL, RIO GRANDE DO SUL"
2024-01-10,"SÃO GABRIEL, RIO GRANDE DO SUL"
2024-01-26,"BAGÉ, RIO GRANDE DO SUL"
2024-01-26,"DOM FELICIANO, RIO GRANDE DO SUL"
2024-01-26,"SÃO SEPÉ, RIO GRANDE DO SUL"
2024-01-26,"PINHEIRO MACHADO, RIO GRANDE DO SUL"
2024-01-26,"GARRUCHOS, RIO GRANDE DO SUL"
2024-01-26,"ENCRUZILHADA DO SUL, RIO GRANDE DO SUL"
2024-01-26,"PASSO DO SOBRADO, RIO GRANDE DO SUL"
2024-02-21,"HULHA NEGRA, RIO GRANDE DO SUL"
2024-02-21,"HERVAL, RIO GRANDE DO SUL"
2024-02-23,"CERRITO, RIO GRANDE DO SUL"
2024-02-26,"SAPUCAIA DO SUL, RIO GRANDE DO SUL"
2024-03-30,"PELOTAS, RIO GRANDE DO SUL"
2024-03-30,"SÃO SEPÉ, RIO GRANDE DO SUL"
2024-03-30,"SÃO GABRIEL, RIO GRANDE DO SUL"
2024-03-30,"LAVRAS DO SUL, RIO GRANDE DO SUL"
2024-03-30,"SANTANA DA BOA VISTA, RIO GRANDE DO SUL"
2024-01-27,"DOM FELICIANO, RIO GRANDE DO SUL"
2024-01-27,"PINHEIRO MACHADO, RIO GRANDE DO SUL"
2024-01-27,"SÃO FRANCISCO DE ASSIS, RIO GRANDE DO SUL"
2024-01-27,"SANTIAGO, RIO GRANDE DO SUL"
2024-01-27,"ENCRUZILHADA DO SUL, RIO GRANDE DO SUL"
2024-01-27,"CERRITO, RIO GRANDE DO SUL"
2024-01-27,"PIRATINI, RIO GRANDE DO SUL"
2024-01-29,"TRIUNFO, RIO GRANDE DO SUL"
2024-02-22,"HULHA NEGRA, RIO GRANDE DO SUL"
2024-01-28,"URUGUAIANA, RIO GRANDE DO SUL"
2024-01-28,"CANGUÇU, RIO GRANDE DO SUL"
2024-01-28,"HULHA NEGRA, RIO GRANDE DO SUL"
2024-01-29,"RESTINGA SÊCA, RIO GRANDE DO SUL"
2024-02-09,"CANGUÇU, RIO GRANDE DO SUL"
2024-01-25,"SAPUCAIA DO SUL, RIO GRANDE DO SUL"
2024-02-10,"SÃO BORJA, RIO GRANDE DO SUL"
2024-02-11,"URUGUAIANA, RIO GRANDE DO SUL"
2024-02-11,"QUARAÍ, RIO GRANDE DO SUL"
2024-03-01,"JAGUARÃO, RIO GRANDE DO SUL"
2024-03-05,"SAPUCAIA DO SUL, RIO GRANDE DO SUL"
2024-03-13,"CAÇAPAVA DO SUL, RIO GRANDE DO SUL"
2024-03-20,"NOVO HAMBURGO, RIO GRANDE DO SUL"
2024-03-20,"ESTÂNCIA VELHA, RIO GRANDE DO SUL"
2024-03-30,"MARIANA PIMENTEL, RIO GRANDE DO SUL"
2024-01-01,"AVARÉ, SÃO PAULO"
2024-01-01,"TIBAGI, PARANÁ"
2024-01-01,"DOURADOS, MATO GROSSO DO SUL"
2024-01-02,"SÃO JOÃO DO PARAÍSO, MARANHÃO"
2024-01-02,"SANTA RITA DE CÁSSIA, BAHIA"
2024-01-02,"ITARARÉ, SÃO PAULO"
2024-01-02,"TIBAGI, PARANÁ"
2024-01-03,"GOVERNADOR ARCHER, MARANHÃO"
2024-01-03,"ITAPEVA, SÃO PAULO"
2024-01-03,"BELA VISTA, MATO GROSSO DO SUL"
2024-01-03,"TRÊS LAGOAS, MATO GROSSO DO SUL"
2024-01-04,"SANTA QUITÉRIA DO MARANHÃO, MARANHÃO"
2024-01-04,"CHAPADINHA, MARANHÃO"
2024-01-04,"ARAIOSES, MARANHÃO"
2024-01-04,"BARREIRINHAS, MARANHÃO"
2024-01-04,"SÃO DOMINGOS DO MARANHÃO, MARANHÃO"
2024-01-04,"CARACOL, MATO GROSSO DO SUL"
2024-01-04,"SÃO GABRIEL DO OESTE, MATO GROSSO DO SUL"
2024-01-04,"TERENOS, MATO GROSSO DO SUL"
2024-01-04,"TRÊS LAGOAS, MATO GROSSO DO SUL"
2024-01-04,"SELVÍRIA, MATO GROSSO DO SUL"
2024-01-05,"PONTE ALTA DO TOCANTINS, TOCANTINS"
2024-01-05,"SÍTIO NOVO, MARANHÃO"
2024-01-05,"PAULINO NEVES, MARANHÃO"
2024-01-05,"PARNARAMA, MARANHÃO"
2024-01-05,"CHAPADINHA, MARANHÃO"
2024-01-05,"TIMON, MARANHÃO"
2024-01-05,"CAXIAS, MARANHÃO"
2024-01-05,"MORROS, MARANHÃO"
2024-01-05,"SÃO DOMINGOS DO MARANHÃO, MARANHÃO"
2024-01-05,"CURIMATÁ, PIAUÍ"
2024-01-05,"ITAPEVA, SÃO PAULO"
2024-01-05,"AVARÉ, SÃO PAULO"
2024-01-05,"BRASILÂNDIA, MATO GROSSO DO SUL"
2024-01-05,"BELA VISTA, MATO GROSSO DO SUL"
2024-01-05,"TERENOS, MATO GROSSO DO SUL"
2024-01-05,"NOVA ALVORADA DO SUL, MATO GROSSO DO SUL"
2024-01-05,"COSTA RICA, MATO GROSSO DO SUL"
2024-01-05,"ITIQUIRA, MATO GROSSO"
2024-01-05,"APORÉ, GOIÁS"
2024-01-06,"SANTANA DO MARANHÃO, MARANHÃO"
2024-01-06,"COROATÁ, MARANHÃO"
2024-01-06,"URBANO SANTOS, MARANHÃO"
2024-01-06,"PAULINO NEVES, MARANHÃO"
2024-01-06,"BURITI, MARANHÃO"
2024-01-06,"CAXIAS, MARANHÃO"
2024-01-06,"MORROS, MARANHÃO"
2024-01-06,"CORRENTE, PIAUÍ"
2024-01-06,"SEBASTIÃO BARROS, PIAUÍ"
2024-01-06,"SÃO JOÃO DO ARRAIAL, PIAUÍ"
2024-01-06,"SANTA RITA DE CÁSSIA, BAHIA"
2024-01-06,"WANDERLEY, BAHIA"
2024-01-06,"TABATINGA, SÃO PAULO"
2024-01-06,"RIO VERDE DE MATO GROSSO, MATO GROSSO DO SUL"
2024-01-06,"CORGUINHO, MATO GROSSO DO SUL"
2024-01-06,"TRÊS LAGOAS, MATO GROSSO DO SUL"
2024-01-06,"BONITO, MATO GROSSO DO SUL"
2024-01-06,"COSTA RICA, MATO GROSSO DO SUL"
2024-01-07,"GOVERNADOR LUIZ ROCHA, MARANHÃO"
2024-01-07,"CORRENTE, PIAUÍ"
2024-01-07,"CURRAIS, PIAUÍ"
2024-01-07,"CORRENTINA, BAHIA"
2024-01-07,"GURINHATÃ, MINAS GERAIS"
2024-01-07,"UBERABA, MINAS GERAIS"
2024-01-07,"PARACATU, MINAS GERAIS"
2024-01-07,"MORRO AGUDO, SÃO PAULO"
2024-01-07,"TABATINGA, SÃO PAULO"
2024-01-07,"MOGI GUAÇU, SÃO PAULO"
2024-01-07,"RIBAS DO RIO PARDO, MATO GROSSO DO SUL"
2024-01-07,"ÁGUA CLARA, MATO GROSSO DO SUL"
2024-01-07,"MIRANDA, MATO GROSSO DO SUL"
2024-01-07,"RIO VERDE DE MATO GROSSO, MATO GROSSO DO SUL"
2024-01-07,"CORGUINHO, MATO GROSSO DO SUL"
2024-01-07,"RIO BRILHANTE, MATO GROSSO DO SUL"
2024-01-07,"NOVA ANDRADINA, MATO GROSSO DO SUL"
2024-01-07,"TERENOS, MATO GROSSO DO SUL"
2024-01-07,"NOVA ALVORADA DO SUL, MATO GROSSO DO SUL"
2024-01-07,"DOIS IRMÃOS DO BURITI, MATO GROSSO DO SUL"
2024-01-07,"PARANAÍBA, MATO GROSSO DO SUL"
2024-01-07,"COSTA RICA, MATO GROSSO DO SUL"
2024-01-07,"POCONÉ, MATO GROSSO"
2024-01-07,"NOSSA SENHORA DO LIVRAMENTO, MATO GROSSO"
2024-01-07,"ARAGUAIANA, MATO GROSSO"
2024-01-07,"BARRA DO GARÇAS, MATO GROSSO"
2024-01-07,"JATAÍ, GOIÁS"
2024-01-07,"MONTES CLAROS DE GOIÁS, GOIÁS"
2024-01-07,"ITAJÁ, GOIÁS"
2024-01-07,"SANTA HELENA DE GOIÁS, GOIÁS"
2024-01-07,"RIO VERDE, GOIÁS"
2024-01-08,"CAMPINA VERDE, MINAS GERAIS"
2024-01-08,"ITAPAGIPE, MINAS GERAIS"
2024-01-08,"SANTA VITÓRIA, MINAS GERAIS"
2024-01-08,"BARRETOS, SÃO PAULO"
2024-01-08,"ITAPEVA, SÃO PAULO"
2024-01-08,"MORRO AGUDO, SÃO PAULO"
2024-01-08,"LUÍS ANTÔNIO, SÃO PAULO"
2024-01-08,"TABATINGA, SÃO PAULO"
2024-01-08,"BROTAS, SÃO PAULO"
2024-01-08,"BORBOREMA, SÃO PAULO"
2024-01-08,"RIBAS DO RIO PARDO, MATO GROSSO DO SUL"
2024-01-08,"ÁGUA CLARA, MATO GROSSO DO SUL"
2024-01-08,"PONTA PORÃ, MATO GROSSO DO SUL"
2024-01-08,"SIDROLÂNDIA, MATO GROSSO DO SUL"
2024-01-08,"BANDEIRANTES, MATO GROSSO DO SUL"
2024-01-08,"COXIM, MATO GROSSO DO SUL"
2024-01-08,"APARECIDA DO TABOADO, MATO GROSSO DO SUL"
2024-01-08,"RIO VERDE DE MATO GROSSO, MATO GROSSO DO SUL"
2024-01-08,"ALCINÓPOLIS, MATO GROSSO DO SUL"
2024-01-08,"BRASILÂNDIA, MATO GROSSO DO SUL"
2024-01-08,"SÃO GABRIEL DO OESTE, MATO GROSSO DO SUL"
2024-01-08,"JARAGUARI, MATO GROSSO DO SUL"
2024-01-08,"CAMAPUÃ, MATO GROSSO DO SUL"
2024-01-08,"INOCÊNCIA, MATO GROSSO DO SUL"
2024-01-08,"BELA VISTA, MATO GROSSO DO SUL"
2024-01-08,"NOVA ANDRADINA, MATO GROSSO DO SUL"
2024-01-08,"FIGUEIRÃO, MATO GROSSO DO SUL"
2024-01-08,"TERENOS, MATO GROSSO DO SUL"
2024-01-08,"TRÊS LAGOAS, MATO GROSSO DO SUL"
2024-01-08,"NOVA ALVORADA DO SUL, MATO GROSSO DO SUL"
2024-01-08,"DOURADOS, MATO GROSSO DO SUL"
2024-01-08,"SELVÍRIA, MATO GROSSO DO SUL"
2024-01-08,"SANTA RITA DO PARDO, MATO GROSSO DO SUL"
2024-01-08,"RIO NEGRO, MATO GROSSO DO SUL"
2024-01-08,"CAMPO GRANDE, MATO GROSSO DO SUL"
2024-01-08,"DOIS IRMÃOS DO BURITI, MATO GROSSO DO SUL"
2024-01-08,"BONITO, MATO GROSSO DO SUL"
2024-01-08,"PARANAÍBA, MATO GROSSO DO SUL"
2024-01-08,"NIOAQUE, MATO GROSSO DO SUL"
2024-01-08,"PONTE BRANCA, MATO GROSSO"
2024-01-08,"NOVA MUTUM, MATO GROSSO"
2024-01-08,"POCONÉ, MATO GROSSO"
2024-01-08,"BRASNORTE, MATO GROSSO"
2024-01-08,"CAMPOS DE JÚLIO, MATO GROSSO"
2024-01-08,"SÃO JOSÉ DO RIO CLARO, MATO GROSSO"
2024-01-08,"TESOURO, MATO GROSSO"
2024-01-08,"SAPEZAL, MATO GROSSO"
2024-01-08,"BARRA DO GARÇAS, MATO GROSSO"
2024-01-08,"JATAÍ, GOIÁS"
2024-01-08,"GOIATUBA, GOIÁS"
2024-01-08,"BOM JESUS DE GOIÁS, GOIÁS"
2024-01-08,"VICENTINÓPOLIS, GOIÁS"
2024-01-08,"ITARUMÃ, GOIÁS"
2024-01-08,"ITAJÁ, GOIÁS"
2024-01-08,"PIRANHAS, GOIÁS"
2024-01-08,"SANTA HELENA DE GOIÁS, GOIÁS"
2024-01-09,"CODÓ, MARANHÃO"
2024-01-09,"GOVERNADOR EUGÊNIO BARROS, MARANHÃO"
2024-01-09,"FORMOSA DA SERRA NEGRA, MARANHÃO"
2024-01-09,"COROATÁ, MARANHÃO"
2024-01-09,"SANTO ANTÔNIO DOS LOPES, MARANHÃO"
2024-01-09,"TIMBIRAS, MARANHÃO"
2024-01-09,"BARRA DO CORDA, MARANHÃO"
2024-01-09,"SÃO BERNARDO, MARANHÃO"
2024-01-09,"LIMA CAMPOS, MARANHÃO"
2024-01-09,"BALSAS, MARANHÃO"
2024-01-09,"PARNARAMA, MARANHÃO"
2024-01-09,"GRAJAÚ, MARANHÃO"
2024-01-09,"SANTA FILOMENA, PIAUÍ"
2024-01-09,"MOTUCA, SÃO PAULO"
2024-01-09,"SANTA CRUZ DO RIO PARDO, SÃO PAULO"
2024-01-09,"ITAPEVA, SÃO PAULO"
2024-01-09,"RIBEIRÃO BONITO, SÃO PAULO"
2024-01-09,"GUATAPARÁ, SÃO PAULO"
2024-01-09,"BORBOREMA, SÃO PAULO"
2024-01-09,"VOTUPORANGA, SÃO PAULO"
2024-01-09,"ANASTÁCIO, MATO GROSSO DO SUL"
2024-01-09,"RIBAS DO RIO PARDO, MATO GROSSO DO SUL"
2024-01-09,"ÁGUA CLARA, MATO GROSSO DO SUL"
2024-01-09,"BATAYPORÃ, MATO GROSSO DO SUL"
2024-01-09,"SIDROLÂNDIA, MATO GROSSO DO SUL"
2024-01-09,"BANDEIRANTES, MATO GROSSO DO SUL"
2024-01-09,"MIRANDA, MATO GROSSO DO SUL"
2024-01-09,"RIO VERDE DE MATO GROSSO, MATO GROSSO DO SUL"
2024-01-09,"PORTO MURTINHO, MATO GROSSO DO SUL"
2024-01-09,"BRASILÂNDIA, MATO GROSSO DO SUL"
2024-01-09,"CORGUINHO, MATO GROSSO DO SUL"
2024-01-09,"RIO BRILHANTE, MATO GROSSO DO SUL"
2024-01-09,"JARAGUARI, MATO GROSSO DO SUL"
2024-01-09,"CAMAPUÃ, MATO GROSSO DO SUL"
2024-01-09,"INOCÊNCIA, MATO GROSSO DO SUL"
2024-01-09,"BELA VISTA, MATO GROSSO DO SUL"
2024-01-09,"NOVA ANDRADINA, MATO GROSSO DO SUL"
2024-01-09,"TERENOS, MATO GROSSO DO SUL"
2024-01-09,"ROCHEDO, MATO GROSSO DO SUL"
2024-01-09,"BATAGUASSU, MATO GROSSO DO SUL"
2024-01-09,"TRÊS LAGOAS, MATO GROSSO DO SUL"
2024-01-09,"NOVA ALVORADA DO SUL, MATO GROSSO DO SUL"
2024-01-09,"DOURADOS, MATO GROSSO DO SUL"
2024-01-09,"SANTA RITA DO PARDO, MATO GROSSO DO SUL"
2024-01-09,"RIO NEGRO, MATO GROSSO DO SUL"
2024-01-09,"CAMPO GRANDE, MATO GROSSO DO SUL"
2024-01-09,"DOIS IRMÃOS DO BURITI, MATO GROSSO DO SUL"
2024-01-09,"BONITO, MATO GROSSO DO SUL"
2024-01-09,"NIOAQUE, MATO GROSSO DO SUL"
2024-01-09,"CÁCERES, MATO GROSSO"
2024-01-09,"JATAÍ, GOIÁS"
2024-01-09,"ITARUMÃ, GOIÁS"
2024-01-10,"TOCANTINÓPOLIS, TOCANTINS"
2024-01-10,"SÍTIO NOVO DO TOCANTINS, TOCANTINS"
2024-01-10,"TASSO FRAGOSO, MARANHÃO"
2024-01-10,"CODÓ, MARANHÃO"
2024-01-10,"CAROLINA, MARANHÃO"
2024-01-10,"FORMOSA DA SERRA NEGRA, MARANHÃO"
2024-01-10,"COROATÁ, MARANHÃO"
2024-01-10,"TUNTUM, MARANHÃO"
2024-01-10,"SÍTIO NOVO, MARANHÃO"
2024-01-10,"NINA RODRIGUES, MARANHÃO"
2024-01-10,"DUQUE BACELAR, MARANHÃO"
2024-01-10,"URBANO SANTOS, MARANHÃO"
2024-01-10,"TIMBIRAS, MARANHÃO"
2024-01-10,"SÃO JOÃO DO SOTER, MARANHÃO"
2024-01-10,"BARRA DO CORDA, MARANHÃO"
2024-01-10,"BALSAS, MARANHÃO"
2024-01-10,"PARNARAMA, MARANHÃO"
2024-01-10,"CHAPADINHA, MARANHÃO"
2024-01-10,"ARAIOSES, MARANHÃO"
2024-01-10,"BURITI, MARANHÃO"
2024-01-10,"VARGEM GRANDE, MARANHÃO"
2024-01-10,"SÃO BENEDITO DO RIO PRETO, MARANHÃO"
2024-01-10,"CAXIAS, MARANHÃO"
2024-01-10,"BELÁGUA, MARANHÃO"
2024-01-10,"CRISTINO CASTRO, PIAUÍ"
2024-01-10,"SANTA RITA DE CÁSSIA, BAHIA"
2024-01-10,"FORMOSA DO RIO PRETO, BAHIA"
2024-01-10,"MORRO AGUDO, SÃO PAULO"
2024-01-10,"BROTAS, SÃO PAULO"
2024-01-10,"ANASTÁCIO, MATO GROSSO DO SUL"
2024-01-10,"RIBAS DO RIO PARDO, MATO GROSSO DO SUL"
2024-01-10,"ÁGUA CLARA, MATO GROSSO DO SUL"
2024-01-10,"SIDROLÂNDIA, MATO GROSSO DO SUL"
2024-01-10,"MIRANDA, MATO GROSSO DO SUL"
2024-01-10,"PORTO MURTINHO, MATO GROSSO DO SUL"
2024-01-10,"BRASILÂNDIA, MATO GROSSO DO SUL"
2024-01-10,"MARACAJU, MATO GROSSO DO SUL"
2024-01-10,"CORGUINHO, MATO GROSSO DO SUL"
2024-01-10,"RIO BRILHANTE, MATO GROSSO DO SUL"
2024-01-10,"BODOQUENA, MATO GROSSO DO SUL"
2024-01-10,"NOVA ALVORADA DO SUL, MATO GROSSO DO SUL"
2024-01-10,"RIO NEGRO, MATO GROSSO DO SUL"
2024-01-10,"CAMPO GRANDE, MATO GROSSO DO SUL"
2024-01-10,"DOIS IRMÃOS DO BURITI, MATO GROSSO DO SUL"
2024-01-10,"BONITO, MATO GROSSO DO SUL"
2024-01-10,"NIOAQUE, MATO GROSSO DO SUL"
2024-01-11,"COROATÁ, MARANHÃO"
2024-01-11,"MANSIDÃO, BAHIA"
2024-01-11,"SANTA RITA DE CÁSSIA, BAHIA"
2024-01-11,"CAPITÃO ENÉAS, MINAS GERAIS"
2024-01-11,"PONTA PORÃ, MATO GROSSO DO SUL"
2024-01-11,"MIRANDA, MATO GROSSO DO SUL"
2024-01-11,"PORTO MURTINHO, MATO GROSSO DO SUL"
2024-01-11,"CORGUINHO, MATO GROSSO DO SUL"
2024-01-11,"BELA VISTA, MATO GROSSO DO SUL"
2024-01-11,"DOURADOS, MATO GROSSO DO SUL"
2024-01-12,"CODÓ, MARANHÃO"
2024-01-12,"BURITI BRAVO, MARANHÃO"
2024-01-12,"LAGOA DO MATO, MARANHÃO"
2024-01-12,"PARNARAMA, MARANHÃO"
2024-01-12,"CAXIAS, MARANHÃO"
2024-01-12,"AVELINO LOPES, PIAUÍ"
2024-01-12,"SEBASTIÃO BARROS, PIAUÍ"
2024-01-12,"PARNAGUÁ, PIAUÍ"
2024-01-12,"SÃO DESIDÉRIO, BAHIA"
2024-01-12,"CATOLÂNDIA, BAHIA"
2024-01-12,"MUQUÉM DO SÃO FRANCISCO, BAHIA"
2024-01-12,"SANTA RITA DE CÁSSIA, BAHIA"
2024-01-12,"BREJOLÂNDIA, BAHIA"
2024-01-12,"RIACHÃO DAS NEVES, BAHIA"
2024-01-12,"FORMOSA DO RIO PRETO, BAHIA"
2024-01-12,"COTEGIPE, BAHIA"
2024-01-12,"JABORANDI, BAHIA"
2024-01-12,"SANTA RITA DO PARDO, MATO GROSSO DO SUL"
2024-01-12,"BRASÍLIA, DISTRITO FEDERAL"
2024-01-13,"SEBASTIÃO BARROS, PIAUÍ"
2024-01-13,"MUQUÉM DO SÃO FRANCISCO, BAHIA"
2024-01-13,"SANTA RITA DE CÁSSIA, BAHIA"
2024-01-13,"RIACHÃO DAS NEVES, BAHIA"
2024-01-13,"CORRENTINA, BAHIA"
2024-01-13,"ANGICAL, BAHIA"
2024-01-13,"FRANCISCO SÁ, MINAS GERAIS"
2024-01-13,"GUIA LOPES DA LAGUNA, MATO GROSSO DO SUL"
2024-01-13,"BELA VISTA, MATO GROSSO DO SUL"
2024-01-13,"TERENOS, MATO GROSSO DO SUL"
2024-01-14,"SAMBAÍBA, MARANHÃO"
2024-01-14,"POÇÃO DE PEDRAS, MARANHÃO"
2024-01-14,"MANOEL EMÍDIO, PIAUÍ"
2024-01-14,"CRISTINO CASTRO, PIAUÍ"
2024-01-14,"CATOLÂNDIA, BAHIA"
2024-01-14,"MALHADA, BAHIA"
2024-01-14,"SANTA RITA DE CÁSSIA, BAHIA"
2024-01-14,"COCOS, BAHIA"
2024-01-14,"BURITIZEIRO, MINAS GERAIS"
2024-01-14,"MONTES CLAROS, MINAS GERAIS"
2024-01-14,"IACANGA, SÃO PAULO"
2024-01-14,"DOURADOS, MATO GROSSO DO SUL"
2024-01-14,"PARANAÍBA, MATO GROSSO DO SUL"
2024-01-14,"SORRISO, MATO GROSSO"
2024-01-14,"MAURILÂNDIA, GOIÁS"
2024-01-14,"SANTO ANTÔNIO DA BARRA, GOIÁS"
2024-01-14,"SANTA HELENA DE GOIÁS, GOIÁS"
2024-01-15,"SAMBAÍBA, MARANHÃO"
2024-01-15,"FERNANDO FALCÃO, MARANHÃO"
2024-01-15,"LAGOA DO MATO, MARANHÃO"
2024-01-15,"MIRADOR, MARANHÃO"
2024-01-15,"BARRA DO CORDA, MARANHÃO"
2024-01-15,"PARNARAMA, MARANHÃO"
2024-01-15,"PRESIDENTE DUTRA, MARANHÃO"
2024-01-15,"COLINAS, MARANHÃO"
2024-01-15,"CAXIAS, MARANHÃO"
2024-01-15,"GRAJAÚ, MARANHÃO"
2024-01-15,"CORRENTINA, BAHIA"
2024-01-15,"COCOS, BAHIA"
2024-01-15,"WANDERLEY, BAHIA"
2024-01-15,"MONTES CLAROS, MINAS GERAIS"
2024-01-15,"CAPITÃO ENÉAS, MINAS GERAIS"
